damagearea,endday,endmonth,endtime,endyear,firecause,locbunji,locdong,locgungu,locmenu,locsi,startday,startdayofweek,startmonth,starttime,startyear
0.1,21,2,17:20:00,2021,입산자실화,산35,이천,여수,화양,전남,21,일요일,2,14:19:00,2021
0.5,21,2,14:30:00,2021,기타,산25-1,비파,하동,하동,경남,21,일요일,2,10:45:00,2021
24.56,22,2,3:00:00,2021,기타,산1,구절,정선,여량,강원,20,토요일,2,15:50:00,2021
0.02,20,2,23:50:00,2021,입산자실화,산24-10,방하,의성,단촌,경북,20,토요일,2,22:52:00,2021
0.01,20,2,17:45:00,2021,기타,산68-1,교로,당진,석문,충남,20,토요일,2,16:50:00,2021
0.5,20,2,19:00:00,2021,입산자실화,산1-38,다목,화천,상사,강원,20,토요일,2,13:13:00,2021
0.1,19,2,14:00:00,2021,입산자실화,산32,화동,여수,화양,전남,19,금요일,2,11:20:00,2021
3.62,19,2,10:00:00,2021,기타,18-3의3필지,사천,양양,양양,강원,18,목요일,2,22:30:00,2021
0.4,18,2,18:00:00,2021,주택화재비화,산83-2,금산,강릉,성산,강원,18,목요일,2,14:56:00,2021
2.7,16,2,19:20:00,2021,입산자실화,산44외5필지,산계,강릉,옥계,강원,16,화요일,2,14:34:00,2021
0.01,16,2,21:30:00,2021,기타,산229-3,봉림,김해,생림,경남,16,화요일,2,20:24:00,2021
0.04,16,2,13:30:00,2021,기타,산432,두산,울주,범서,울산,16,화요일,2,11:53:00,2021
0.08,15,2,17:02:00,2021,기타,산85,대대,용인,처인,경기,15,월요일,2,15:55:00,2021
0.01,14,2,15:40:00,2021,기타,산4-2,삼리,달성,논공,대구,14,일요일,2,14:21:00,2021
0.06,14,2,14:00:00,2021,쓰레기소각,산96-1,도전,여주,감천,경기,14,일요일,2,11:30:00,2021
0.1,13,2,17:20:00,2021,기타,산19,세동,고흥,포두,전남,13,토요일,2,15:50:00,2021
0.1,13,2,17:20:00,2021,기타,산168,도정,순천,승주,전남,13,토요일,2,13:51:00,2021
0.09,13,2,18:00:00,2021,입산자실화,산39-1,자곡,강남,,서울,13,토요일,2,14:04:00,2021
0.8,13,2,16:00:00,2021,기타,산32,가산,남원,문봉,전북,13,토요일,2,13:30:00,2021
0.02,12,2,18:23:00,2021,기타,산100,맥금,파주,,경기,12,금요일,2,17:54:00,2021
0.06,12,2,17:50:00,2021,쓰레기소각,201,무왕,양평,지평,경기,12,금요일,2,16:37:00,2021
0.01,12,2,18:10:00,2021,기타,산236-1,한운,신안,안좌,전남,12,금요일,2,15:52:00,2021
0.02,12,2,17:00:00,2021,기타,산117-1,나대,합천,야로,경남,12,금요일,2,15:36:00,2021
0.02,12,2,15:48:00,2021,쓰레기소각,산2-4,동백,용인,기흥,경기,12,금요일,2,15:17:00,2021
0.1,12,2,15:30:00,2021,기타,산66,오로,의성,의성,경북,12,금요일,2,13:40:00,2021
0.02,12,2,11:30:00,2021,담뱃불실화,산115-2,냉정,포천,관인,경기,12,금요일,2,10:29:00,2021
0.1,11,2,15:04:00,2021,기타,산15-1,신당,경주,천북,경북,11,목요일,2,13:33:00,2021
3,11,2,11:00:00,2021,기타,산129-29,마,광양,,전남,10,수요일,2,12:42:00,2021
0.26,10,2,12:50:00,2021,쓰레기소각,산38-2,삼지,영양,영양,경북,10,수요일,2,10:50:00,2021
0.01,10,2,11:45:00,2021,쓰레기소각,산217,우계,하동,적량,경남,10,수요일,2,10:37:00,2021
0.05,9,2,17:22:00,2021,입산자실화,산2-1,화개,영덕,영덕,경북,9,화요일,2,16:10:00,2021
0.05,9,2,17:20:00,2021,기타,산98,우복,하동,양보,경남,9,화요일,2,15:32:00,2021
0.03,9,2,16:05:00,2021,기타,산61-2,운곡,의성,금성,경북,9,화요일,2,14:24:00,2021
3.7,9,2,23:00:00,2021,기타,산71외9필,서하,삼척,신기,강원,9,화요일,2,13:19:00,2021
0.01,9,2,13:30:00,2021,입산자실화,132-1,대덕,영광,군남,전남,9,화요일,2,12:32:00,2021
0.17,8,2,16:00:00,2021,기타,산39,인산,강화,양도,인천,8,월요일,2,14:45:00,2021
0.1,8,2,14:40:00,2021,주택화재비화,산125-21,정상,안동,,경북,8,월요일,2,13:00:00,2021
0.08,8,2,13:38:00,2021,기타,Jan-83,거일,울진,평해,경북,8,월요일,2,11:59:00,2021
0.01,8,2,12:30:00,2021,담뱃불실화,산46-3,부봉,함안,산인,경남,8,월요일,2,11:20:00,2021
0.01,7,2,17:00:00,2021,입산자실화,산224,대명,남,,대구,7,일요일,2,15:48:00,2021
0.01,6,2,17:20:00,2021,입산자실화,산198,대명,남,,대구,6,토요일,2,16:35:00,2021
0.01,6,2,4:30:00,2021,주택화재비화,산76,내석,양산,상북,경남,6,토요일,2,1:51:00,2021
2.02,5,2,19:11:00,2021,기타,산74,장열,정선,북평,강원,5,금요일,2,14:19:00,2021
0.04,31,3,17:40:00,2019,입산자실화,산90-1,함강,곡성,옥과,전남,31,일요일,3,16:20:00,2019
18.44,30,3,4:00:00,2019,기타,산29,현리,의성,가음,경북,29,금요일,3,14:59:00,2019
0.03,28,3,17:25:00,2019,쓰레기소각,4-1임,남곡,세종,금남,세종,27,수요일,3,15:52:00,2019
0.7,27,3,17:00:00,2019,기타,산4-1,팔산,고령,운수,경북,27,수요일,3,13:59:00,2019
0.03,26,3,21:02:00,2019,기타,산66,삼감,양산,하북,경남,26,화요일,3,19:24:00,2019
0.05,26,3,16:20:00,2019,입산자실화,산27,매곡,의성,사곡,경북,26,화요일,3,14:45:00,2019
0.1,23,3,16:30:00,2019,쓰레기소각,산14,석탑,안동,북후,경북,23,토요일,3,14:49:00,2019
0.03,19,3,17:25:00,2019,쓰레기소각,산21-28,,안성,가사,경기,19,화요일,3,16:52:00,2019
0.03,18,3,12:30:00,2019,쓰레기소각,산94-1,현곡,평택,청북,경기,18,월요일,3,11:30:00,2019
0.02,17,3,13:39:00,2019,쓰레기소각,산54,소등,포항,청하,경북,17,일요일,3,12:53:00,2019
0.07,16,3,12:20:00,2019,기타,산87,,서,마전,인천,16,토요일,3,11:50:00,2019
0.24,15,3,11:10:00,2019,입산자실화,산108,득명,칠곡,동명,경북,15,금요일,3,8:00:00,2019
1,27,3,15:50:00,2019,기타,산32-1,고항,예천,효자,경북,27,수요일,3,13:17:00,2019
0.02,17,3,13:10:00,2019,기타,산37-1,천덕,화순,동,전남,17,일요일,3,11:37:00,2019
0.3,14,3,12:50:00,2019,기타,산118,수평,문경,동로,경북,14,목요일,3,11:58:00,2019
0.02,16,3,18:00:00,2019,기타,산4-8,,구로,온수,서울,16,토요일,3,13:23:00,2019
0.02,18,3,16:55:00,2019,입산자실화,산14-4,소동,거제,일운,경남,18,월요일,3,14:30:00,2019
0.05,24,3,11:31:00,2019,기타,산2-2,,구리,인창,경기,24,일요일,3,10:45:00,2019
0.01,27,3,6:23:00,2019,기타,산148-1,,연제,거제,부산,27,수요일,3,6:05:00,2019
0.02,1,4,20:15:00,2019,쓰레기소각,산43,길곡,홍천,서,강원,1,월요일,4,19:00:00,2019
0.06,1,4,12:30:00,2019,입산자실화,산96-1,위양,울주,서생,울산,1,월요일,4,11:44:00,2019
1,29,3,18:35:00,2019,쓰레기소각,산9,작곡,예천,보문,경북,29,금요일,3,16:23:00,2019
0.67,29,3,12:40:00,2019,기타,산14,봉현,광주,곤지암,경기,29,금요일,3,11:10:00,2019
2,28,3,12:00:00,2019,주택화재비화,산96,운시,함안,칠원,경남,27,수요일,3,14:44:00,2019
0.01,26,3,17:00:00,2019,쓰레기소각,산52-2,중인,전주,완산,전북,26,화요일,3,15:40:00,2019
0.07,20,3,20:50:00,2019,기타,산70-1,쌍전,울진,금강송,경북,20,수요일,3,18:39:00,2019
0.01,17,3,20:00:00,2019,입산자실화,산75-5,선부,안산,단원,경기,17,일요일,3,18:42:00,2019
0.1,15,3,17:00:00,2019,기타,산134-1,도선,통영,도산,경남,15,금요일,3,15:33:00,2019
1,13,3,22:55:00,2019,주택화재비화,산43-1등3개소,,은평,불광,서울,13,수요일,3,17:14:00,2019
0.03,19,3,14:00:00,2019,쓰레기소각,산176,황지,연천,군남,경기,19,화요일,3,11:30:00,2019
0.01,17,3,13:00:00,2019,쓰레기소각,산42,신덕,화순,도곡,전남,17,일요일,3,11:27:00,2019
0.06,14,3,15:20:00,2019,기타,산6,지동,문경,농암,경북,14,목요일,3,14:46:00,2019
0.06,26,3,15:08:00,2019,입산자실화,산32,부곡,달성,다사,대구,26,화요일,3,14:31:00,2019
1,19,3,18:00:00,2019,주택화재비화,산73-44외1필,대성,가평,청평,경기,19,화요일,3,15:20:00,2019
1.3,17,3,15:30:00,2019,기타,산234,,속초,도문,강원,17,일요일,3,12:40:00,2019
0.15,1,4,12:25:00,2019,쓰레기소각,산27-2,문산,달성,다사,대구,1,월요일,4,10:22:00,2019
0.15,28,3,16:00:00,2019,주택화재비화,산31외2필,청계,양평,양서,경기,28,목요일,3,14:00:00,2019
0.3,27,3,16:55:00,2019,쓰레기소각,산59,천전,안동,임하,경북,27,수요일,3,13:03:00,2019
0.2,26,3,16:28:00,2019,기타,산58,봉정,의성,다인,경북,26,화요일,3,14:24:00,2019
0.06,19,3,15:50:00,2019,쓰레기소각,산173,,문경,공평,경북,19,화요일,3,14:39:00,2019
0.04,14,3,18:21:00,2019,기타,산11,삼달,울진,평해,경북,14,목요일,3,17:32:00,2019
0.04,2,4,12:35:00,2019,기타,산2,금매,울진,매화,경북,2,화요일,4,12:09:00,2019
0.01,31,3,19:30:00,2019,쓰레기소각,2-3임,도촌,성남,중원,경기,31,일요일,3,18:55:00,2019
0.02,31,3,18:03:00,2019,기타,산6-6,남성,포항,대송,경북,31,일요일,3,16:54:00,2019
0.05,15,3,4:35:00,2019,입산자실화,산5-6,소동,거제,일운,경남,15,금요일,3,0:50:00,2019
0.1,26,3,18:00:00,2019,입산자실화,산58,,북,창평,울산,26,화요일,3,14:20:00,2019
0.1,27,3,14:45:00,2019,쓰레기소각,산58,평복,칠곡,기산,경북,27,수요일,3,12:40:00,2019
0.1,28,3,15:46:00,2019,기타,산45-2,,시흥,계수,경기,28,목요일,3,12:42:00,2019
22,28,3,13:40:00,2019,기타,산26,대망,구미,고아,경북,27,수요일,3,17:47:00,2019
0.01,30,3,15:10:00,2019,기타,산15,하촌,진주,대평,경남,30,토요일,3,13:28:00,2019
0.05,28,3,17:46:00,2019,쓰레기소각,산148,초방,화순,이양,전남,27,수요일,3,15:02:00,2019
0.03,26,3,17:37:00,2019,기타,산17-1,당본,함양,안의,경남,26,화요일,3,16:37:00,2019
0.2,22,3,16:20:00,2019,입산자실화,산24-1,,구미,인의,경북,22,금요일,3,14:55:00,2019
0.1,18,3,1:30:00,2019,기타,산65-14,화제,양산,원동,경남,17,일요일,3,21:02:00,2019
0.02,13,3,21:45:00,2019,쓰레기소각,산60,용산,춘천,신북,강원,13,수요일,3,18:59:00,2019
0.3,29,3,19:00:00,2019,입산자실화,산72-7,,남양주,호평,경기,29,금요일,3,15:40:00,2019
7,2,4,10:00:00,2019,기타,산18-1,유평,순천,승주,전남,1,월요일,4,16:10:00,2019
0.3,15,3,15:40:00,2019,기타,산81-1,관정,세종,전의,세종,15,금요일,3,13:44:00,2019
0.5,17,3,16:14:00,2019,기타,산6,다산,화순,남,전남,17,일요일,3,13:37:00,2019
0.01,20,3,18:20:00,2019,기타,산95-1,백도,완주,비봉,전북,20,수요일,3,17:30:00,2019
0.01,26,3,15:39:00,2019,기타,산35,매촌,합천,야로,경남,26,화요일,3,15:05:00,2019
1,1,4,5:05:00,2022,입산자실화,산42,구상,순천,서,전남,1,금요일,4,1:55:00,2022
0.04,1,4,3:00:00,2022,기타,산74-1,면목,중랑,,서울,1,금요일,4,2:00:00,2022
0.01,29,3,21:00:00,2022,기타,산154,비암,양주,광적,경기,29,화요일,3,19:21:00,2022
0.05,29,3,16:15:00,2022,기타,산140,자혜,사천,서포,경남,29,화요일,3,14:51:00,2022
0.1,29,3,16:00:00,2022,입산자실화,산7,탕곡,삼척,가곡,강원,29,화요일,3,11:57:00,2022
0.04,28,3,13:25:00,2022,쓰레기소각,산52-3,삼회,가평,청평,경기,28,월요일,3,12:07:00,2022
0.3,28,3,12:15:00,2022,기타,544-4,가현,양평,청운,경기,28,월요일,3,11:00:00,2022
0.02,28,3,10:47:00,2022,입산자실화,산186,석곡,창원 마산합포,구산,경남,28,월요일,3,10:20:00,2022
813.89,3,3,18:00:00,2022,입산자실화,산83,노양,합천,율곡,경남,28,월요일,2,14:20:00,2022
16301.98,13,3,18:00:00,2022,기타,산22,두천,울진,북,경북,4,금요일,3,11:17:00,2022
0.1,28,3,5:00:00,2022,주택화재비화,산44,가항,창녕,유어,경남,27,일요일,3,22:30:00,2022
4190.38,11,3,13:00:00,2022,기타,산453-1,남양,강릉,옥계,강원,5,토요일,3,1:08:00,2022
184.01,11,3,17:00:00,2022,기타,산5,외룡,영월,김삿갓,강원,4,금요일,3,12:45:00,2022
0.3,24,3,14:55:00,2022,기타,산92,덕교,의령,화정,경남,24,목요일,3,12:43:00,2022
0.33,23,3,17:50:00,2022,기타,산68-7,청강,기장,기장,부산,23,수요일,3,16:28:00,2022
0.3,16,3,20:40:00,2022,기타,산39,봉곡,김천,농소,경북,16,수요일,3,17:55:00,2022
28,13,3,11:00:00,2022,기타,산39-2,오,달성,가창,대구,5,토요일,3,19:15:00,2022
0.04,13,3,1:20:00,2022,담뱃불실화,산101-1,비봉,의성,의성,경북,12,토요일,3,23:59:00,2022
0.2,13,3,1:31:00,2022,입산자실화,산22-2,선지,김해,주촌,경남,12,토요일,3,21:39:00,2022
0.02,12,3,21:20:00,2022,담뱃불실화,산54,척문,남원,이백,전북,12,토요일,3,20:30:00,2022
6,12,3,23:59:00,2022,쓰레기소각,산41-3,생곡,홍천,서석,강원,12,토요일,3,14:09:00,2022
3,12,3,19:21:00,2022,기타,산10,월봉,함평,나산,전남,12,토요일,3,12:49:00,2022
0.1,12,3,12:40:00,2022,담뱃불실화,산71-21,녹양,의정부,,경기,12,토요일,3,11:44:00,2022
0.05,12,3,15:00:00,2022,기타,산129-13,군자,춘천,동산,강원,12,토요일,3,11:34:00,2022
3.8,12,3,13:37:00,2022,기타,산325,내대,산청,시천,경남,12,토요일,3,7:52:00,2022
0.01,11,3,17:30:00,2022,담뱃불실화,Jan-90,낙동,남원,주생,전북,11,금요일,3,16:42:00,2022
0.3,11,3,16:10:00,2022,기타,산12-6,원평,화성,매송,경기,11,금요일,3,15:20:00,2022
0.04,11,3,15:30:00,2022,입산자실화,144,고평,남원,수지,전북,11,금요일,3,14:16:00,2022
0.1,10,3,21:00:00,2022,기타,산18-1,원달,곡성,죽곡,전남,10,목요일,3,19:20:00,2022
0.66,10,3,17:00:00,2022,기타,Apr-41,주암,여주,북내면,경기,10,목요일,3,15:17:00,2022
0.2,10,3,16:43:00,2022,기타,산104-19,북,용인 처인,남사,경기,10,목요일,3,15:16:00,2022
0.1,10,3,15:46:00,2022,담뱃불실화,산17-1,내산,공주,우성,충남,10,목요일,3,14:04:00,2022
0.16,10,3,14:35:00,2022,기타,834-1,환성,서산,지곡,충남,10,목요일,3,13:12:00,2022
1,10,3,17:00:00,2022,입산자실화,산161-1,녹동,경주,외동,경북,10,목요일,3,2:05:00,2022
1,9,3,23:59:00,2022,기타,산4,천곡,북,,울산,9,수요일,3,20:07:00,2022
0.06,9,3,19:30:00,2022,기타,산72,학동,광주,초월,경기,9,수요일,3,17:40:00,2022
0.3,9,3,16:49:00,2022,기타,산31-1,학석,임실,강진,전북,9,수요일,3,14:50:00,2022
0.2,9,3,16:14:00,2022,입산자실화,730-3,오산,장수,산서,전북,9,수요일,3,14:35:00,2022
0.1,9,3,16:12:00,2022,기타,산107,간상,창녕,고암,경남,9,수요일,3,14:17:00,2022
1.3,9,3,18:55:00,2022,입산자실화,산58,개곡,가평,가평,경기,9,수요일,3,14:00:00,2022
0.1,9,3,15:00:00,2022,기타,산12,사흘,남원,덕과,전북,9,수요일,3,13:43:00,2022
5,9,3,10:00:00,2022,기타,산3-1,상광교,수원,장안,경기,8,화요일,3,23:39:00,2022
1,9,3,1:30:00,2022,입산자실화,산108-1,동화,장수,변암,전북,8,화요일,3,20:01:00,2022
1.1,8,3,17:35:00,2022,쓰레기소각,산187,원소,홍천,북방,강원,8,화요일,3,14:19:00,2022
0.05,8,3,15:00:00,2022,담뱃불실화,산33,서호,서귀포,,제주,8,화요일,3,13:24:00,2022
0.2,8,3,11:45:00,2022,담뱃불실화,산79,덕현,울주,상북,울산,8,화요일,3,10:21:00,2022
0.01,7,3,16:30:00,2022,입산자실화,산42-3,파,수성,,대구,7,월요일,3,14:19:00,2022
0.01,7,3,15:10:00,2022,쓰레기소각,산7-4,동산,고양,덕양,경기,7,월요일,3,14:28:00,2022
13,7,3,2:00:00,2022,입산자실화,산17-2,직동,울주,언양,울산,6,일요일,3,15:45:00,2022
20,5,3,21:00:00,2022,기타,산114-1,송암,강릉,성산,강원,4,금요일,3,22:19:00,2022
0.01,6,3,18:15:00,2022,기타,1769-1,구암,사천,사천,경남,6,일요일,3,17:54:00,2022
0.1,6,3,18:30:00,2022,기타,230,무림,남해,이동,경남,6,일요일,3,16:40:00,2022
0.5,6,3,16:40:00,2022,기타,산146-2,길,산청,단성,경남,6,일요일,3,14:02:00,2022
1,6,3,15:01:00,2022,기타,산233,지사,강서,,부산,6,일요일,3,12:48:00,2022
8,6,3,16:30:00,2022,주택화재비화,산19-1,장상,안산,상록,경기,5,토요일,3,13:36:00,2022
0.01,6,3,12:00:00,2022,입산자실화,산213-1,운곡,함양,서하,경남,6,일요일,3,10:42:00,2022
0.3,5,3,19:00:00,2022,기타,192-1,산법,영주,풍기,경북,5,토요일,3,13:46:00,2022
5,5,3,17:50:00,2022,기타,산20-1,명산,당진,송산,충남,5,토요일,3,15:30:00,2022
0.02,5,3,15:56:00,2022,기타,산98,신왕,청양,남양,충남,5,토요일,3,15:05:00,2022
0.5,5,3,10:35:00,2022,주택화재비화,산22-1,석계,양산,상북,경남,5,토요일,3,5:10:00,2022
0.01,5,3,17:40:00,2022,쓰레기소각,산37,모로,밀양,무안,경남,5,토요일,3,16:24:00,2022
0.01,4,2,13:22:00,2021,입산자실화,665,수월,통영,도산,경남,4,목요일,2,13:02:00,2021
0.05,3,2,17:00:00,2021,주택화재비화,산116,영산,고성,영오,경남,3,수요일,2,15:30:00,2021
1,30,1,14:00:00,2021,기타,산15,청기,영양,청기,경북,30,토요일,1,10:20:00,2021
0.01,31,1,15:40:00,2021,담뱃불실화,산44-41,토월,창원,성산,경남,31,일요일,1,14:44:00,2021
0.01,6,1,17:00:00,2021,입산자실화,302-1,용천,양평,옥천,경기,6,수요일,1,15:00:00,2021
0.01,29,1,17:13:00,2021,기타,산59-1,괴정,사하,,부산,29,금요일,1,16:55:00,2021
0.01,28,1,12:40:00,2021,기타,01월 03일,다대,사하,,부산,28,목요일,1,12:17:00,2021
0.1,29,1,4:00:00,2021,담뱃불실화,산72-1,덕봉,합천,쌍책,경남,29,금요일,1,4:00:00,2021
0.7,24,1,21:00:00,2021,기타,산137,하오안,홍천,홍천,강원,24,일요일,1,17:47:00,2021
0.03,24,1,16:55:00,2021,쓰레기소각,산46-2,용두,고양,덕양,경기,24,일요일,1,15:52:00,2021
0.09,20,1,16:30:00,2021,입산자실화,산22번지외1,공근,횡성,공근,강원,20,수요일,1,14:46:00,2021
0.02,19,1,11:50:00,2021,기타,산1-2,현내,달성,하빈,대구,19,화요일,1,10:51:00,2021
1.5,18,1,16:20:00,2021,입산자실화,산7,서동,경주,양남,경북,18,월요일,1,12:33:00,2021
0.03,18,1,4:00:00,2021,입산자실화,산153-1,상계,노원,,서울,17,일요일,1,23:52:00,2021
1,17,1,19:00:00,2021,기타,산159,부곡,동해,,강원,17,일요일,1,15:38:00,2021
0.05,17,1,16:50:00,2021,입산자실화,산100-1,남하,경산,하양,경북,17,일요일,1,14:46:00,2021
0.2,17,1,16:30:00,2021,기타,산64,위양,울주,서생,울산,17,일요일,1,12:38:00,2021
0.4,16,1,22:30:00,2021,기타,산65,화산,영천,화산,경북,16,토요일,1,20:27:00,2021
0.03,16,1,15:00:00,2021,입산자실화,산11-1,석수,안양,만안,경기,16,토요일,1,10:45:00,2021
0.3,16,1,3:30:00,2021,기타,산35-1,나호,군위,우보,경북,15,금요일,1,23:50:00,2021
4,16,1,9:30:00,2021,기타,산202,하,경주,,경북,15,금요일,1,10:37:00,2021
0.1,15,1,22:40:00,2021,기타,산10,삼사,영주,충기,경북,15,금요일,1,21:02:00,2021
0.21,16,1,11:30:00,2021,입산자실화,산1,덕적,인제,인제,강원,15,금요일,1,15:39:00,2021
0.03,15,1,15:35:00,2021,담뱃불실화,산37-4,자안,화성,비봉,경기,15,금요일,1,14:37:00,2021
0.01,15,1,15:17:00,2021,쓰레기소각,산18-30,상삼,양산,상북,경남,15,금요일,1,13:45:00,2021
0.2,14,1,20:55:00,2021,기타,산93-5,연정,영천,신녕,경북,14,목요일,1,17:30:00,2021
0.03,14,1,16:05:00,2021,입산자실화,1652-141,법흥,파주,탄현,경기,14,목요일,1,14:29:00,2021
0.2,11,1,17:30:00,2021,기타,산1-7,암곡,경주,,경북,11,월요일,1,15:59:00,2021
0.05,11,1,21:40:00,2021,주택화재비화,산65,노물,영덕,영덕,경북,11,월요일,1,19:35:00,2021
0.3,12,1,17:00:00,2021,기타,산65,장산,사천,정동,경남,12,화요일,1,14:33:00,2021
0.15,12,1,17:00:00,2021,입산자실화,산216-1,좌운,홍천,동,강원,12,화요일,1,11:44:00,2021
0.01,19,12,16:00:00,2020,기타,산2-118,인창,구리,,경기,19,토요일,12,13:15:00,2020
0.01,10,1,5:47:00,2021,담뱃불실화,산941-9,망미,수영,,부산,10,일요일,1,4:24:00,2021
0.02,6,1,15:30:00,2021,담뱃불실화,207-5,약암,김포,대곶,경기,6,수요일,1,15:00:00,2021
10.24,6,1,21:00:00,2021,기타,산20,오촌,영덕,창수,경북,6,수요일,1,6:14:00,2021
0.28,6,1,3:30:00,2021,기타,"산61,산62",삼계,영덕,창수,경북,6,수요일,1,1:30:00,2021
0.05,5,1,23:00:00,2021,입산자실화,산149,장암,의정부,,경기,5,화요일,1,20:08:00,2021
0.2,8,1,15:20:00,2021,입산자실화,산5,소성,성주,초전,경북,8,금요일,1,13:33:00,2021
0.06,24,12,15:37:00,2020,담뱃불실화,산111,양오,강화,송해,인천,24,목요일,12,14:50:00,2020
0.4,5,1,15:45:00,2021,기타,산104-3,웅천,안동,북후,경북,5,화요일,1,11:55:00,2021
3,4,1,15:00:00,2021,담뱃불실화,산1-10,남호,함양,휴천,경남,3,일요일,1,19:42:00,2021
0.05,3,1,17:00:00,2021,입산자실화,산122,청현,산청,신안,경남,3,일요일,1,13:55:00,2021
0.03,3,1,18:00:00,2021,기타,산8-2,삼성당,포천,신북,경기,3,일요일,1,11:38:00,2021
0.2,3,1,14:00:00,2021,기타,산32,상아,안동,남후,경북,3,일요일,1,9:14:00,2021
0.01,2,1,13:30:00,2021,입산자실화,산148-2,대자,고양,덕양,경기,2,토요일,1,12:59:00,2021
0.03,2,1,13:34:00,2021,기타,산141,읍내,파주,군내,경기,2,토요일,1,12:45:00,2021
0.07,1,1,19:10:00,2021,주택화재비화,산53-30,삼성,광주,남종,경기,1,금요일,1,17:54:00,2021
0.3,1,1,16:30:00,2021,입산자실화,산180-1,송천,남양주,수동,경기,1,금요일,1,12:34:00,2021
0.01,31,12,16:00:00,2020,기타,산10-3,옥천,양평,옥천,경기,31,목요일,12,13:08:00,2020
0.06,31,12,5:00:00,2020,담뱃불실화,산18-1,내방,남양주,수동,경기,30,수요일,12,22:29:00,2020
0.03,28,12,17:15:00,2020,주택화재비화,산117,대양,금산,남이,충남,28,월요일,12,15:37:00,2020
0.03,27,12,6:30:00,2020,담뱃불실화,901-13,도곡,평택,포승,경기,27,일요일,12,4:50:00,2020
0.05,26,12,18:10:00,2020,기타,산82,대신,화순,춘양,전남,26,토요일,12,15:17:00,2020
0.3,25,12,18:20:00,2020,입산자실화,산31-1,영흥,영월,영월,강원,25,금요일,12,16:22:00,2020
0.05,25,12,18:00:00,2020,기타,산7-1,관성,천안,동남,충남,25,금요일,12,14:00:00,2020
0.01,24,12,22:25:00,2020,담뱃불실화,산67-1,차산,남양주,화도,경기,24,목요일,12,22:07:00,2020
0.05,24,12,22:48:00,2020,담뱃불실화,산9-1,봉현,광주,곤지암,경기,24,목요일,12,21:47:00,2020
3,25,12,8:10:00,2020,기타,산62-4,옥산,경주,안강,경북,24,목요일,12,17:29:00,2020
0.05,24,12,17:20:00,2020,주택화재비화,산129,자락,의성,비안,경북,24,목요일,12,15:59:00,2020
0.01,24,12,16:30:00,2020,입산자실화,산164,장림,사하,,부산,24,목요일,12,15:57:00,2020
0.06,23,12,19:20:00,2020,입산자실화,산010-1,비산,안양,동안,경기,23,수요일,12,17:14:00,2020
0.01,23,3,3:30:00,2020,입산자실화,산92-1,대연,남,,부산,23,월요일,3,2:01:00,2020
0.3,22,3,21:00:00,2020,담뱃불실화,산14-1,현방,이천,백사,경기,22,일요일,3,19:20:00,2020
18.3,22,3,17:22:00,2020,기타,산46-1,어담,안동,풍천,경북,22,일요일,3,13:14:00,2020
0.01,22,3,16:45:00,2020,쓰레기소각,산87-1,양지,금산,금산,충남,22,일요일,3,16:17:00,2020
0.3,22,3,16:30:00,2020,기타,산48-1,용미,파주,광탄,경기,22,일요일,3,15:18:00,2020
0.02,22,3,15:20:00,2020,쓰레기소각,산2-1,백석,서,,인천,22,일요일,3,14:37:00,2020
0.2,22,3,17:00:00,2020,주택화재비화,산104,검산,동두천,,경기,22,일요일,3,14:05:00,2020
0.5,22,3,17:30:00,2020,담뱃불실화,산103-3,동곡,정읍,산외,전북,22,일요일,3,12:30:00,2020
0.1,22,3,13:40:00,2020,담뱃불실화,103-1,남양,화성,남양,경기,22,일요일,3,12:51:00,2020
0.1,22,3,13:40:00,2020,쓰레기소각,산166,석현,봉화,춘양,경북,22,일요일,3,12:10:00,2020
0.04,22,3,13:00:00,2020,쓰레기소각,산18-4,가야,여주,강천,경기,22,일요일,3,11:38:00,2020
0.05,21,3,17:25:00,2020,입산자실화,175-8,옥현,당진,고대,충남,21,토요일,3,16:36:00,2020
0.11,21,3,17:55:00,2020,입산자실화,산480,사정,포천,관인,경기,21,토요일,3,16:03:00,2020
0.05,21,3,16:00:00,2020,기타,산71,삼거,횡성,감천,강원,21,토요일,3,15:36:00,2020
0.1,21,3,15:15:00,2020,입산자실화,산1040-2,덕현,울주,상북,울산,21,토요일,3,14:08:00,2020
0.01,21,3,14:00:00,2020,기타,산29-21,용천,양평,옥천,경기,21,토요일,3,13:24:00,2020
0.1,21,3,14:30:00,2020,쓰레기소각,산8-1,소내,안성,대덕,경기,21,토요일,3,13:00:00,2020
0.05,21,3,15:08:00,2020,주택화재비화,산12,회산,단양,단성,충북,21,토요일,3,12:54:00,2020
0.03,21,3,13:05:00,2020,기타,산100,오림,여수,,전남,21,토요일,3,12:17:00,2020
0.17,21,3,14:00:00,2020,쓰레기소각,산4-10,퇴계읍,남양주,퇴계읍,경기,21,토요일,3,12:12:00,2020
0.2,21,3,13:30:00,2020,주택화재비화,산32-1,상소,동,,대전,21,토요일,3,13:06:00,2020
0.1,21,3,13:05:00,2020,쓰레기소각,산214-1,노류,상주,내서,경북,21,토요일,3,12:05:00,2020
0.03,21,3,11:20:00,2020,입산자실화,산30-1,하산,달성,,대구,21,토요일,3,10:28:00,2020
0.2,21,3,11:30:00,2020,입산자실화,산9,신평,고창,신림,전북,20,금요일,3,23:46:00,2020
