예보일시,지역구분명,지역명,타입구분명,최소값,최대값,평균값,등급
2023-03-18 15:00,강원,고성산간,MOUNTAIN,5.7,89.3,53.3,다소높음(주의)
2023-03-18 15:00,강원,속초산간,MOUNTAIN,7.1,75.1,46,낮음(관심)
2023-03-18 15:00,강원,양양산간,MOUNTAIN,7.1,95,69.2,높음(경계)
2023-03-18 15:00,강원,강릉산간,MOUNTAIN,5.7,89.3,55.1,다소높음(주의)
2023-03-18 15:00,강원,동해산간,MOUNTAIN,5.7,76,49.4,낮음(관심)
2023-03-18 15:00,강원,삼척산간,MOUNTAIN,5.7,95,65,다소높음(주의)
2023-03-18 15:00,강원,고성평지,COAST,8.6,95,63.8,다소높음(주의)
2023-03-18 15:00,강원,속초평지,COAST,40.4,80.3,64.2,다소높음(주의)
2023-03-18 15:00,강원,양양평지,COAST,8.6,95,74.7,높음(경계)
2023-03-18 15:00,강원,강릉평지,COAST,7.1,89.3,67.1,높음(경계)
2023-03-18 15:00,강원,동해평지,COAST,8.6,89.3,61.2,다소높음(주의)
2023-03-18 15:00,강원,삼척평지,COAST,10,93.6,60.9,다소높음(주의)
2023-03-18 15:00,경북,울진산간,MOUNTAIN,5.7,89.3,54.5,다소높음(주의)
2023-03-18 15:00,경북,영덕산간,MOUNTAIN,5.7,93.6,66.2,높음(경계)
2023-03-18 15:00,경북,포항산간,MOUNTAIN,5.7,89.3,66.1,높음(경계)
2023-03-18 15:00,경북,경주산간,MOUNTAIN,5.7,89.3,68.2,높음(경계)
2023-03-18 15:00,경북,울진평지,COAST,11.4,62.7,50.8,낮음(관심)
2023-03-18 15:00,경북,영덕평지,COAST,7.1,95,58.4,다소높음(주의)
2023-03-18 15:00,경북,포항평지,COAST,8.6,88.4,56.9,다소높음(주의)
2023-03-18 15:00,경북,경주평지,COAST,7.1,95,67.2,높음(경계)
2023-03-18 16:00,강원,고성산간,MOUNTAIN,5.7,89.3,49.5,낮음(관심)
2023-03-18 16:00,강원,속초산간,MOUNTAIN,5.7,75.1,40.7,낮음(관심)
2023-03-18 16:00,강원,양양산간,MOUNTAIN,5.7,95,67.1,높음(경계)
2023-03-18 16:00,강원,강릉산간,MOUNTAIN,5.7,89.3,52.3,다소높음(주의)
2023-03-18 16:00,강원,동해산간,MOUNTAIN,8.6,69.4,49.2,낮음(관심)
2023-03-18 16:00,강원,삼척산간,MOUNTAIN,5.7,89.3,58.3,다소높음(주의)
2023-03-18 16:00,강원,고성평지,COAST,15.7,95,62.5,다소높음(주의)
2023-03-18 16:00,강원,속초평지,COAST,15.7,75.1,58.9,다소높음(주의)
2023-03-18 16:00,강원,양양평지,COAST,7.1,95,71.8,높음(경계)
2023-03-18 16:00,강원,강릉평지,COAST,8.6,89.3,64.4,다소높음(주의)
2023-03-18 16:00,강원,동해평지,COAST,7.1,81.7,58.3,다소높음(주의)
2023-03-18 16:00,강원,삼척평지,COAST,11.4,82.7,59,다소높음(주의)
2023-03-18 16:00,경북,울진산간,MOUNTAIN,5.7,89.3,50.4,낮음(관심)
2023-03-18 16:00,경북,영덕산간,MOUNTAIN,5.7,89.3,58.1,다소높음(주의)
2023-03-18 16:00,경북,포항산간,MOUNTAIN,5.7,89.3,62.4,다소높음(주의)
2023-03-18 16:00,경북,경주산간,MOUNTAIN,5.7,95,71.2,높음(경계)
2023-03-18 16:00,경북,울진평지,COAST,8.6,62.7,48.4,낮음(관심)
2023-03-18 16:00,경북,영덕평지,COAST,8.6,81.7,54.4,다소높음(주의)
2023-03-18 16:00,경북,포항평지,COAST,7.1,81.7,55.7,다소높음(주의)
2023-03-18 16:00,경북,경주평지,COAST,7.1,95,63,다소높음(주의)
2023-03-18 17:00,강원,고성산간,MOUNTAIN,5.7,89.3,42.8,낮음(관심)
2023-03-18 17:00,강원,속초산간,MOUNTAIN,5.7,68.4,33,낮음(관심)
2023-03-18 17:00,강원,양양산간,MOUNTAIN,5.7,95,63.6,다소높음(주의)
2023-03-18 17:00,강원,강릉산간,MOUNTAIN,5.7,89.3,46.7,낮음(관심)
2023-03-18 17:00,강원,동해산간,MOUNTAIN,5.7,69.4,40.4,낮음(관심)
2023-03-18 17:00,강원,삼척산간,MOUNTAIN,5.7,95,58.2,다소높음(주의)
2023-03-18 17:00,강원,고성평지,COAST,11.4,95,58.1,다소높음(주의)
2023-03-18 17:00,강원,속초평지,COAST,27.1,68.4,52.9,다소높음(주의)
2023-03-18 17:00,강원,양양평지,COAST,10,95,69,높음(경계)
2023-03-18 17:00,강원,강릉평지,COAST,8.6,82.7,57.2,다소높음(주의)
2023-03-18 17:00,강원,동해평지,COAST,8.6,82.7,51.3,다소높음(주의)
2023-03-18 17:00,강원,삼척평지,COAST,10,89.3,53.8,다소높음(주의)
2023-03-18 17:00,경북,울진산간,MOUNTAIN,5.7,89.3,47.3,낮음(관심)
2023-03-18 17:00,경북,영덕산간,MOUNTAIN,5.7,88.4,49.5,낮음(관심)
2023-03-18 17:00,경북,포항산간,MOUNTAIN,5.7,89.3,55.9,다소높음(주의)
2023-03-18 17:00,경북,경주산간,MOUNTAIN,5.7,95,67.3,높음(경계)
2023-03-18 17:00,경북,울진평지,COAST,7.1,68.4,46.3,낮음(관심)
2023-03-18 17:00,경북,영덕평지,COAST,10,73.6,48.1,낮음(관심)
2023-03-18 17:00,경북,포항평지,COAST,7.1,75.1,51.7,다소높음(주의)
2023-03-18 17:00,경북,경주평지,COAST,7.1,95,54.6,다소높음(주의)
2023-03-18 18:00,강원,고성산간,MOUNTAIN,5.7,82.7,60.2,다소높음(주의)
2023-03-18 18:00,강원,속초산간,MOUNTAIN,5.7,81.7,60.8,다소높음(주의)
2023-03-18 18:00,강원,양양산간,MOUNTAIN,5.7,95,66.9,높음(경계)
2023-03-18 18:00,강원,강릉산간,MOUNTAIN,5.7,87.9,41.2,낮음(관심)
2023-03-18 18:00,강원,동해산간,MOUNTAIN,5.7,61.3,32.9,낮음(관심)
2023-03-18 18:00,강원,삼척산간,MOUNTAIN,5.7,88.4,52,다소높음(주의)
2023-03-18 18:00,강원,고성평지,COAST,8.6,88.4,62.1,다소높음(주의)
2023-03-18 18:00,강원,속초평지,COAST,15.7,81.7,64.1,다소높음(주의)
2023-03-18 18:00,강원,양양평지,COAST,10,95,65.1,다소높음(주의)
2023-03-18 18:00,강원,강릉평지,COAST,8.6,82.7,44.7,낮음(관심)
2023-03-18 18:00,강원,동해평지,COAST,11.4,76,42,낮음(관심)
2023-03-18 18:00,강원,삼척평지,COAST,10,86.9,47.8,낮음(관심)
2023-03-18 18:00,경북,울진산간,MOUNTAIN,5.7,89.3,39.6,낮음(관심)
2023-03-18 18:00,경북,영덕산간,MOUNTAIN,5.7,76,38,낮음(관심)
2023-03-18 18:00,경북,포항산간,MOUNTAIN,5.7,89.3,46.6,낮음(관심)
2023-03-18 18:00,경북,경주산간,MOUNTAIN,5.7,82.7,52.8,다소높음(주의)
2023-03-18 18:00,경북,울진평지,COAST,7.1,55.1,40.9,낮음(관심)
2023-03-18 18:00,경북,영덕평지,COAST,10,55.1,39.9,낮음(관심)
2023-03-18 18:00,경북,포항평지,COAST,7.1,62.7,44,낮음(관심)
2023-03-18 18:00,경북,경주평지,COAST,7.1,81.7,45.7,낮음(관심)
2023-03-18 19:00,강원,고성산간,MOUNTAIN,5.7,76,52.8,다소높음(주의)
2023-03-18 19:00,강원,속초산간,MOUNTAIN,7.1,75.1,49.8,낮음(관심)
2023-03-18 19:00,강원,양양산간,MOUNTAIN,5.7,88.4,61.4,다소높음(주의)
2023-03-18 19:00,강원,강릉산간,MOUNTAIN,5.7,82.7,35.6,낮음(관심)
2023-03-18 19:00,강원,동해산간,MOUNTAIN,7.1,48,20.6,낮음(관심)
2023-03-18 19:00,강원,삼척산간,MOUNTAIN,5.7,82.7,47.2,낮음(관심)
2023-03-18 19:00,강원,고성평지,COAST,7.1,75.1,50.3,낮음(관심)
2023-03-18 19:00,강원,속초평지,COAST,21.4,75.1,53.2,다소높음(주의)
2023-03-18 19:00,강원,양양평지,COAST,8.6,88.4,50,낮음(관심)
2023-03-18 19:00,강원,강릉평지,COAST,8.6,76,35.9,낮음(관심)
2023-03-18 19:00,강원,동해평지,COAST,7.1,62.7,31,낮음(관심)
2023-03-18 19:00,강원,삼척평지,COAST,8.6,73.6,36.8,낮음(관심)
2023-03-18 19:00,경북,울진산간,MOUNTAIN,5.7,82.7,29.3,낮음(관심)
2023-03-18 19:00,경북,영덕산간,MOUNTAIN,5.7,49.4,27.9,낮음(관심)
2023-03-18 19:00,경북,포항산간,MOUNTAIN,5.7,82.7,38.9,낮음(관심)
2023-03-18 19:00,경북,경주산간,MOUNTAIN,5.7,55.1,35.1,낮음(관심)
2023-03-18 19:00,경북,울진평지,COAST,12.4,48.5,28.2,낮음(관심)
2023-03-18 19:00,경북,영덕평지,COAST,7.1,48.5,28.7,낮음(관심)
2023-03-18 19:00,경북,포항평지,COAST,7.1,55.1,36.3,낮음(관심)
2023-03-18 19:00,경북,경주평지,COAST,8.6,55.1,36.2,낮음(관심)
2023-03-18 20:00,강원,고성산간,MOUNTAIN,5.7,74.6,45.3,낮음(관심)
2023-03-18 20:00,강원,속초산간,MOUNTAIN,7.1,75.1,49,낮음(관심)
2023-03-18 20:00,강원,양양산간,MOUNTAIN,5.7,88.4,60.8,다소높음(주의)
2023-03-18 20:00,강원,강릉산간,MOUNTAIN,5.7,82.7,46.2,낮음(관심)
2023-03-18 20:00,강원,동해산간,MOUNTAIN,7.1,41.3,19.7,낮음(관심)
2023-03-18 20:00,강원,삼척산간,MOUNTAIN,5.7,81.2,44.3,낮음(관심)
2023-03-18 20:00,강원,고성평지,COAST,8.6,75.1,42.9,낮음(관심)
2023-03-18 20:00,강원,속초평지,COAST,26.1,73.6,50.2,낮음(관심)
2023-03-18 20:00,강원,양양평지,COAST,7.1,88.4,50.3,낮음(관심)
2023-03-18 20:00,강원,강릉평지,COAST,12.8,76,43.2,낮음(관심)
2023-03-18 20:00,강원,동해평지,COAST,10,56.1,27.5,낮음(관심)
2023-03-18 20:00,강원,삼척평지,COAST,10,67,32.6,낮음(관심)
2023-03-18 20:00,경북,울진산간,MOUNTAIN,5.7,62.7,27.1,낮음(관심)
2023-03-18 20:00,경북,영덕산간,MOUNTAIN,5.7,42.8,24.7,낮음(관심)
2023-03-18 20:00,경북,포항산간,MOUNTAIN,5.7,76,30.4,낮음(관심)
2023-03-18 20:00,경북,경주산간,MOUNTAIN,5.7,48.5,27,낮음(관심)
2023-03-18 20:00,경북,울진평지,COAST,12.4,41.8,27,낮음(관심)
2023-03-18 20:00,경북,영덕평지,COAST,5.7,41.8,26.9,낮음(관심)
2023-03-18 20:00,경북,포항평지,COAST,7.1,55.1,30.4,낮음(관심)
2023-03-18 20:00,경북,경주평지,COAST,8.6,48.5,29.3,낮음(관심)
2023-03-18 21:00,강원,고성산간,MOUNTAIN,5.7,67.9,45.6,낮음(관심)
2023-03-18 21:00,강원,속초산간,MOUNTAIN,7.1,68.4,46.1,낮음(관심)
2023-03-18 21:00,강원,양양산간,MOUNTAIN,5.7,88.4,60,다소높음(주의)
2023-03-18 21:00,강원,강릉산간,MOUNTAIN,5.7,82.7,46.7,낮음(관심)
2023-03-18 21:00,강원,동해산간,MOUNTAIN,12.4,35.2,19.6,낮음(관심)
2023-03-18 21:00,강원,삼척산간,MOUNTAIN,5.7,74.6,43.8,낮음(관심)
2023-03-18 21:00,강원,고성평지,COAST,7.1,68.4,39.6,낮음(관심)
2023-03-18 21:00,강원,속초평지,COAST,11.4,67,46.4,낮음(관심)
2023-03-18 21:00,강원,양양평지,COAST,10,88.4,53.3,다소높음(주의)
2023-03-18 21:00,강원,강릉평지,COAST,8.6,81.7,45.7,낮음(관심)
2023-03-18 21:00,강원,동해평지,COAST,12.4,42.8,24.9,낮음(관심)
2023-03-18 21:00,강원,삼척평지,COAST,11.4,69.4,31.3,낮음(관심)
2023-03-18 21:00,경북,울진산간,MOUNTAIN,5.7,59.9,27,낮음(관심)
2023-03-18 21:00,경북,영덕산간,MOUNTAIN,5.7,36.1,21.1,낮음(관심)
2023-03-18 21:00,경북,포항산간,MOUNTAIN,8.6,76,29.9,낮음(관심)
2023-03-18 21:00,경북,경주산간,MOUNTAIN,5.7,42.8,22.4,낮음(관심)
2023-03-18 21:00,경북,울진평지,COAST,12.4,35.2,26.9,낮음(관심)
2023-03-18 21:00,경북,영덕평지,COAST,8.6,36.1,25.2,낮음(관심)
2023-03-18 21:00,경북,포항평지,COAST,7.1,55.1,28,낮음(관심)
2023-03-18 21:00,경북,경주평지,COAST,8.6,42.8,26.9,낮음(관심)
2023-03-18 22:00,강원,고성산간,MOUNTAIN,5.7,69.4,40.9,낮음(관심)
2023-03-18 22:00,강원,속초산간,MOUNTAIN,7.1,62.7,44.7,낮음(관심)
2023-03-18 22:00,강원,양양산간,MOUNTAIN,5.7,69.4,44.8,낮음(관심)
2023-03-18 22:00,강원,강릉산간,MOUNTAIN,5.7,81.2,44.5,낮음(관심)
2023-03-18 22:00,강원,동해산간,MOUNTAIN,8.6,35.2,19.6,낮음(관심)
2023-03-18 22:00,강원,삼척산간,MOUNTAIN,5.7,74.6,43.5,낮음(관심)
2023-03-18 22:00,강원,고성평지,COAST,8.6,69.4,39.2,낮음(관심)
2023-03-18 22:00,강원,속초평지,COAST,12.8,61.8,42.6,낮음(관심)
2023-03-18 22:00,강원,양양평지,COAST,8.6,75.1,55.3,다소높음(주의)
2023-03-18 22:00,강원,강릉평지,COAST,12.8,80.3,44.3,낮음(관심)
2023-03-18 22:00,강원,동해평지,COAST,8.6,42.8,24.6,낮음(관심)
2023-03-18 22:00,강원,삼척평지,COAST,11.4,75.1,30.2,낮음(관심)
2023-03-18 22:00,경북,울진산간,MOUNTAIN,5.7,61.3,27,낮음(관심)
2023-03-18 22:00,경북,영덕산간,MOUNTAIN,8.6,36.1,20.7,낮음(관심)
2023-03-18 22:00,경북,포항산간,MOUNTAIN,5.7,76,28.4,낮음(관심)
2023-03-18 22:00,경북,경주산간,MOUNTAIN,7.1,67,24.7,낮음(관심)
2023-03-18 22:00,경북,울진평지,COAST,12.4,35.2,26.9,낮음(관심)
2023-03-18 22:00,경북,영덕평지,COAST,12.4,36.1,25.2,낮음(관심)
2023-03-18 22:00,경북,포항평지,COAST,7.1,55.1,26.8,낮음(관심)
2023-03-18 22:00,경북,경주평지,COAST,11.4,41.8,25.2,낮음(관심)
2023-03-18 23:00,강원,고성산간,MOUNTAIN,5.7,74.6,38.4,낮음(관심)
2023-03-18 23:00,강원,속초산간,MOUNTAIN,7.1,68.4,38.8,낮음(관심)
2023-03-18 23:00,강원,양양산간,MOUNTAIN,5.7,88.4,57.8,다소높음(주의)
2023-03-18 23:00,강원,강릉산간,MOUNTAIN,5.7,82.7,41.2,낮음(관심)
2023-03-18 23:00,강원,동해산간,MOUNTAIN,12.4,35.2,19.4,낮음(관심)
2023-03-18 23:00,강원,삼척산간,MOUNTAIN,5.7,76,40.4,낮음(관심)
2023-03-18 23:00,강원,고성평지,COAST,8.6,77.4,40.1,낮음(관심)
2023-03-18 23:00,강원,속초평지,COAST,15.7,68.4,52.7,다소높음(주의)
2023-03-18 23:00,강원,양양평지,COAST,5.7,88.4,61.1,다소높음(주의)
2023-03-18 23:00,강원,강릉평지,COAST,10,76,42.3,낮음(관심)
2023-03-18 23:00,강원,동해평지,COAST,8.6,42.8,24.3,낮음(관심)
2023-03-18 23:00,강원,삼척평지,COAST,7.1,75.1,31.1,낮음(관심)
2023-03-18 23:00,경북,울진산간,MOUNTAIN,5.7,62.7,27.7,낮음(관심)
2023-03-18 23:00,경북,영덕산간,MOUNTAIN,10.9,49.4,20.8,낮음(관심)
2023-03-18 23:00,경북,포항산간,MOUNTAIN,5.7,66.5,25.4,낮음(관심)
2023-03-18 23:00,경북,경주산간,MOUNTAIN,7.1,68.4,24.9,낮음(관심)
2023-03-18 23:00,경북,울진평지,COAST,12.4,42.8,28.3,낮음(관심)
2023-03-18 23:00,경북,영덕평지,COAST,12.4,36.1,25.2,낮음(관심)
2023-03-18 23:00,경북,포항평지,COAST,8.6,48.5,26.2,낮음(관심)
2023-03-18 23:00,경북,경주평지,COAST,12.4,35.2,25.2,낮음(관심)
2023-03-19 00:00,강원,고성산간,MOUNTAIN,5.7,76,33,낮음(관심)
2023-03-19 00:00,강원,속초산간,MOUNTAIN,5.7,61.8,32.5,낮음(관심)
2023-03-19 00:00,강원,양양산간,MOUNTAIN,5.7,69.4,37.6,낮음(관심)
2023-03-19 00:00,강원,강릉산간,MOUNTAIN,5.7,76,35.7,낮음(관심)
2023-03-19 00:00,강원,동해산간,MOUNTAIN,9.5,41.8,19.4,낮음(관심)
2023-03-19 00:00,강원,삼척산간,MOUNTAIN,5.7,81.2,37.8,낮음(관심)
2023-03-19 00:00,강원,고성평지,COAST,8.6,80.3,43.5,낮음(관심)
2023-03-19 00:00,강원,속초평지,COAST,23.3,61.8,46.3,낮음(관심)
2023-03-19 00:00,강원,양양평지,COAST,7.1,81.7,53.5,다소높음(주의)
2023-03-19 00:00,강원,강릉평지,COAST,10,80.3,46.2,낮음(관심)
2023-03-19 00:00,강원,동해평지,COAST,7.1,76,27.6,낮음(관심)
2023-03-19 00:00,강원,삼척평지,COAST,7.1,75.1,32.9,낮음(관심)
2023-03-19 00:00,경북,울진산간,MOUNTAIN,5.7,69.4,25.8,낮음(관심)
2023-03-19 00:00,경북,영덕산간,MOUNTAIN,7.1,56.1,21,낮음(관심)
2023-03-19 00:00,경북,포항산간,MOUNTAIN,5.7,61.3,24.7,낮음(관심)
2023-03-19 00:00,경북,경주산간,MOUNTAIN,5.7,75.1,25.6,낮음(관심)
2023-03-19 00:00,경북,울진평지,COAST,10.9,42.8,27,낮음(관심)
2023-03-19 00:00,경북,영덕평지,COAST,8.6,56.1,25.4,낮음(관심)
2023-03-19 00:00,경북,포항평지,COAST,7.1,48.5,25.9,낮음(관심)
2023-03-19 00:00,경북,경주평지,COAST,8.6,48.5,25.6,낮음(관심)
2023-03-19 01:00,강원,고성산간,MOUNTAIN,5.7,76,30.6,낮음(관심)
2023-03-19 01:00,강원,속초산간,MOUNTAIN,5.7,55.1,30.2,낮음(관심)
2023-03-19 01:00,강원,양양산간,MOUNTAIN,5.7,62.7,35.3,낮음(관심)
2023-03-19 01:00,강원,강릉산간,MOUNTAIN,5.7,76,31.5,낮음(관심)
2023-03-19 01:00,강원,동해산간,MOUNTAIN,9.5,48.5,19.4,낮음(관심)
2023-03-19 01:00,강원,삼척산간,MOUNTAIN,5.7,81.2,35.2,낮음(관심)
2023-03-19 01:00,강원,고성평지,COAST,7.1,82.7,42.1,낮음(관심)
2023-03-19 01:00,강원,속초평지,COAST,23.3,55.1,44.4,낮음(관심)
2023-03-19 01:00,강원,양양평지,COAST,8.6,86.9,53.1,다소높음(주의)
2023-03-19 01:00,강원,강릉평지,COAST,7.1,80.3,49.7,낮음(관심)
2023-03-19 01:00,강원,동해평지,COAST,10,76,32.5,낮음(관심)
2023-03-19 01:00,강원,삼척평지,COAST,7.1,76,40.1,낮음(관심)
2023-03-19 01:00,경북,울진산간,MOUNTAIN,5.7,62.7,27.7,낮음(관심)
2023-03-19 01:00,경북,영덕산간,MOUNTAIN,7.1,62.7,21.2,낮음(관심)
2023-03-19 01:00,경북,포항산간,MOUNTAIN,5.7,56.1,21.3,낮음(관심)
2023-03-19 01:00,경북,경주산간,MOUNTAIN,7.1,68.4,25.3,낮음(관심)
2023-03-19 01:00,경북,울진평지,COAST,7.1,55.1,35,낮음(관심)
2023-03-19 01:00,경북,영덕평지,COAST,8.6,62.7,29,낮음(관심)
2023-03-19 01:00,경북,포항평지,COAST,7.1,55.1,34.7,낮음(관심)
2023-03-19 01:00,경북,경주평지,COAST,7.1,55.1,26.6,낮음(관심)
2023-03-19 02:00,강원,고성산간,MOUNTAIN,5.7,76,27.9,낮음(관심)
2023-03-19 02:00,강원,속초산간,MOUNTAIN,5.7,55.1,27.7,낮음(관심)
2023-03-19 02:00,강원,양양산간,MOUNTAIN,5.7,56.1,22.8,낮음(관심)
2023-03-19 02:00,강원,강릉산간,MOUNTAIN,5.7,76,27.7,낮음(관심)
2023-03-19 02:00,강원,동해산간,MOUNTAIN,8.6,53.2,19.7,낮음(관심)
2023-03-19 02:00,강원,삼척산간,MOUNTAIN,5.7,76,32.5,낮음(관심)
2023-03-19 02:00,강원,고성평지,COAST,8.6,82.7,41.7,낮음(관심)
2023-03-19 02:00,강원,속초평지,COAST,11.4,61.8,42.4,낮음(관심)
2023-03-19 02:00,강원,양양평지,COAST,7.1,80.3,44.6,낮음(관심)
2023-03-19 02:00,강원,강릉평지,COAST,7.1,81.7,49.9,낮음(관심)
2023-03-19 02:00,강원,동해평지,COAST,12.4,80.3,40.9,낮음(관심)
2023-03-19 02:00,강원,삼척평지,COAST,11.4,81.7,46.4,낮음(관심)
2023-03-19 02:00,경북,울진산간,MOUNTAIN,5.7,68.4,28.7,낮음(관심)
2023-03-19 02:00,경북,영덕산간,MOUNTAIN,5.7,68.4,21.3,낮음(관심)
2023-03-19 02:00,경북,포항산간,MOUNTAIN,7.1,56.1,19.5,낮음(관심)
2023-03-19 02:00,경북,경주산간,MOUNTAIN,7.1,49.4,22.6,낮음(관심)
2023-03-19 02:00,경북,울진평지,COAST,12.8,68.4,41.9,낮음(관심)
2023-03-19 02:00,경북,영덕평지,COAST,12.4,68.4,31.7,낮음(관심)
2023-03-19 02:00,경북,포항평지,COAST,8.6,61.8,36,낮음(관심)
2023-03-19 02:00,경북,경주평지,COAST,8.6,55.1,26.7,낮음(관심)
2023-03-19 03:00,강원,고성산간,MOUNTAIN,5.7,74.6,26.6,낮음(관심)
2023-03-19 03:00,강원,속초산간,MOUNTAIN,7.1,48.5,26.6,낮음(관심)
2023-03-19 03:00,강원,양양산간,MOUNTAIN,5.7,49.4,20.7,낮음(관심)
2023-03-19 03:00,강원,강릉산간,MOUNTAIN,5.7,76,27.4,낮음(관심)
2023-03-19 03:00,강원,동해산간,MOUNTAIN,12.4,50.8,19.6,낮음(관심)
2023-03-19 03:00,강원,삼척산간,MOUNTAIN,5.7,76,29.9,낮음(관심)
2023-03-19 03:00,강원,고성평지,COAST,7.1,80.3,39.9,낮음(관심)
2023-03-19 03:00,강원,속초평지,COAST,20.4,60.3,38.9,낮음(관심)
2023-03-19 03:00,강원,양양평지,COAST,8.6,73.6,39.9,낮음(관심)
2023-03-19 03:00,강원,강릉평지,COAST,8.6,80.3,50,낮음(관심)
2023-03-19 03:00,강원,동해평지,COAST,11.4,76,38.9,낮음(관심)
2023-03-19 03:00,강원,삼척평지,COAST,5.7,76,46.4,낮음(관심)
2023-03-19 03:00,경북,울진산간,MOUNTAIN,5.7,68.4,27.9,낮음(관심)
2023-03-19 03:00,경북,영덕산간,MOUNTAIN,10.9,61.8,21.3,낮음(관심)
2023-03-19 03:00,경북,포항산간,MOUNTAIN,8.6,56.1,19.1,낮음(관심)
2023-03-19 03:00,경북,경주산간,MOUNTAIN,7.1,55.1,23.7,낮음(관심)
2023-03-19 03:00,경북,울진평지,COAST,8.6,68.4,42.4,낮음(관심)
2023-03-19 03:00,경북,영덕평지,COAST,11.4,68.4,31.6,낮음(관심)
2023-03-19 03:00,경북,포항평지,COAST,8.6,68.4,35.8,낮음(관심)
2023-03-19 03:00,경북,경주평지,COAST,10,55.1,26.8,낮음(관심)
2023-03-19 04:00,강원,고성산간,MOUNTAIN,5.7,74.6,24.2,낮음(관심)
2023-03-19 04:00,강원,속초산간,MOUNTAIN,5.7,48.5,24.7,낮음(관심)
2023-03-19 04:00,강원,양양산간,MOUNTAIN,5.7,52.7,19.9,낮음(관심)
2023-03-19 04:00,강원,강릉산간,MOUNTAIN,5.7,76,24.8,낮음(관심)
2023-03-19 04:00,강원,동해산간,MOUNTAIN,11.4,50.8,19.6,낮음(관심)
2023-03-19 04:00,강원,삼척산간,MOUNTAIN,5.7,76,27.9,낮음(관심)
2023-03-19 04:00,강원,고성평지,COAST,7.1,82.7,38.8,낮음(관심)
2023-03-19 04:00,강원,속초평지,COAST,16.6,60.3,37.7,낮음(관심)
2023-03-19 04:00,강원,양양평지,COAST,8.6,73.6,40,낮음(관심)
2023-03-19 04:00,강원,강릉평지,COAST,10,81.7,47.2,낮음(관심)
2023-03-19 04:00,강원,동해평지,COAST,8.6,76,39.6,낮음(관심)
2023-03-19 04:00,강원,삼척평지,COAST,7.1,81.7,47.1,낮음(관심)
2023-03-19 04:00,경북,울진산간,MOUNTAIN,5.7,68.4,25.3,낮음(관심)
2023-03-19 04:00,경북,영덕산간,MOUNTAIN,10.9,61.8,21.2,낮음(관심)
2023-03-19 04:00,경북,포항산간,MOUNTAIN,7.1,56.1,19,낮음(관심)
2023-03-19 04:00,경북,경주산간,MOUNTAIN,5.7,56.1,23.6,낮음(관심)
2023-03-19 04:00,경북,울진평지,COAST,7.1,68.4,36.6,낮음(관심)
2023-03-19 04:00,경북,영덕평지,COAST,7.1,68.4,32.9,낮음(관심)
2023-03-19 04:00,경북,포항평지,COAST,8.6,68.4,36,낮음(관심)
2023-03-19 04:00,경북,경주평지,COAST,8.6,55.1,26.6,낮음(관심)
2023-03-19 05:00,강원,고성산간,MOUNTAIN,7.1,74.6,21.9,낮음(관심)
2023-03-19 05:00,강원,속초산간,MOUNTAIN,7.1,48.5,22.2,낮음(관심)
2023-03-19 05:00,강원,양양산간,MOUNTAIN,7.1,54.6,19.3,낮음(관심)
2023-03-19 05:00,강원,강릉산간,MOUNTAIN,5.7,76,25,낮음(관심)
2023-03-19 05:00,강원,동해산간,MOUNTAIN,12.4,44.2,19.5,낮음(관심)
2023-03-19 05:00,강원,삼척산간,MOUNTAIN,5.7,76,27,낮음(관심)
2023-03-19 05:00,강원,고성평지,COAST,8.6,82.7,37.7,낮음(관심)
2023-03-19 05:00,강원,속초평지,COAST,13.8,60.3,33.5,낮음(관심)
2023-03-19 05:00,강원,양양평지,COAST,8.6,73.6,37.6,낮음(관심)
2023-03-19 05:00,강원,강릉평지,COAST,8.6,80.3,45.9,낮음(관심)
2023-03-19 05:00,강원,동해평지,COAST,10,69.4,35.9,낮음(관심)
2023-03-19 05:00,강원,삼척평지,COAST,11.4,76,44.8,낮음(관심)
2023-03-19 05:00,경북,울진산간,MOUNTAIN,7.1,62.7,25,낮음(관심)
2023-03-19 05:00,경북,영덕산간,MOUNTAIN,7.1,56.1,21.1,낮음(관심)
2023-03-19 05:00,경북,포항산간,MOUNTAIN,7.1,49.4,19,낮음(관심)
2023-03-19 05:00,경북,경주산간,MOUNTAIN,5.7,53.7,23.2,낮음(관심)
2023-03-19 05:00,경북,울진평지,COAST,8.6,61.8,36.1,낮음(관심)
2023-03-19 05:00,경북,영덕평지,COAST,7.1,61.8,32.2,낮음(관심)
2023-03-19 05:00,경북,포항평지,COAST,7.1,61.8,37.1,낮음(관심)
2023-03-19 05:00,경북,경주평지,COAST,8.6,55.1,27,낮음(관심)
2023-03-19 06:00,강원,고성산간,MOUNTAIN,5.7,74.6,21,낮음(관심)
2023-03-19 06:00,강원,속초산간,MOUNTAIN,7.1,53.7,20.2,낮음(관심)
2023-03-19 06:00,강원,양양산간,MOUNTAIN,7.1,52.7,18.9,낮음(관심)
2023-03-19 06:00,강원,강릉산간,MOUNTAIN,5.7,82.7,24.7,낮음(관심)
2023-03-19 06:00,강원,동해산간,MOUNTAIN,12.4,44.2,19.5,낮음(관심)
2023-03-19 06:00,강원,삼척산간,MOUNTAIN,5.7,82.7,26.3,낮음(관심)
2023-03-19 06:00,강원,고성평지,COAST,7.1,82.7,36.6,낮음(관심)
2023-03-19 06:00,강원,속초평지,COAST,13.8,60.3,36.4,낮음(관심)
